8.144132,-7.544826,0.634973,-2.401890,-6.396860,-9.796995,-3.907867,5.498481
-0.519319,-0.514397,-0.631034,0.249963,0.566242,-1.354655,-0.040430,-2.132795
1.542084,-3.393604,0.970680,-2.544184,4.330070,-0.688368,0.929461,-3.609813
-0.556161,-0.028903,-2.382899,-1.574643,-0.718138,3.799096,2.127951,5.032943
-0.928613,-0.117069,-0.816165,0.977412,0.802261,-1.686431,-0.252084,-2.813225
0.621192,-3.347966,-3.393820,3.827837,-5.982788,-3.208352,-2.766105,7.357423
-7.857110,1.964851,4.471225,0.299809,-2.381940,-7.304132,-2.263637,9.955033
-8.203273,4.783043,0.373453,0.203274,1.967933,-9.474309,1.298055,3.530499
-3.302147,1.530844,-1.417930,0.711279,2.462175,3.940690,0.469101,0.337085
-1.510424,2.780383,-5.486268,-0.958429,-0.736607,-2.074292,4.556230,0.586734
0.649829,-0.411288,-0.765324,-0.475251,-0.186622,-0.523407,0.338149,0.936587,-0.288147,-0.097863
-8.549270,4.577710,6.638650,-3.122361,5.355721,3.848398,2.662492,-0.625354,0.902023,-2.329962
-0.292994,-0.238135,-0.107299,-0.853337,-0.078530,-0.060920,-0.668346,-1.151559,-0.372107,0.145381
1.479432,-0.833124,-1.973948,-1.776371,-0.927684,-0.627657,0.213170,2.221602,0.095777,-0.351221
9.048352,2.068481,4.509594,-9.556165,2.815777,4.700886,7.526734,2.069231,-4.751791,9.321679
1.584304,-0.611966,-2.484598,-1.660028,-0.899553,-1.389833,0.406412,1.943226,0.020855,-0.383188
1.243247,-1.927811,-3.631647,-1.922392,-1.742221,-2.145788,0.250592,4.705502,-0.461263,-1.342165
3.090539,2.089747,4.931792,-0.501885,2.435156,2.583428,2.084436,-3.559240,-1.225050,0.909077
0.572677,-1.178810,-3.926971,-1.313887,-0.796461,-2.525684,0.008784,2.544170,0.623393,-0.543380
0.033952,-0.427598,-1.573405,-0.698808,-0.647446,-0.913396,-0.381576,0.955290,0.080911,0.175873
-0.067642,-0.664054,0.058029,-0.197043,-1.188322,0.029869,-0.060905,-0.820525,0.108752,-0.130043
0.041914,-1.384966,-0.183908,0.266285,-2.445637,0.384540,1.040427,-1.351750,0.731104,0.203510
0.487070,-2.020757,-0.437345,0.488181,-2.483317,0.331407,0.658672,-0.750036,0.641128,0.033048
0.778240,-1.061558,0.926786,1.221749,-8.384988,1.672684,1.682382,1.231043,1.985947,1.733943
0.048003,-2.179750,-0.368767,-0.109750,-1.104238,0.089087,0.472561,-0.327532,-0.114299,-0.231387
1.129581,-5.209189,0.224915,2.488967,-4.415451,2.478697,4.107399,-1.099632,2.528698,1.063196
0.184962,-1.188922,-0.180394,0.664541,-3.062006,0.625661,1.045091,-1.902929,1.184186,0.620851
-0.042233,-1.451782,-0.367914,0.559048,-2.693471,0.286688,1.417537,-1.275478,0.894340,0.279665
0.105237,-2.268545,-0.462941,0.179944,-1.352934,0.342537,0.832464,-0.462594,-0.103090,-0.436909
-0.271418,3.826409,-0.424071,-1.131574,3.011608,-1.292939,-0.722542,-0.079740,-0.609496,-0.261727
-0.143962,-0.812054,-0.880266,-2.797615,-0.769674,-2.247791,-1.215002,-1.025316,-0.363679,1.396169
0.145708,-0.896155,-0.943775,-3.204180,-0.154851,-3.328616,-1.135609,-0.625888,-0.435654,3.270501
-0.203641,-0.918768,-0.523018,-1.229778,-0.687399,-1.140535,-1.160691,-0.856758,-0.949851,-0.412487
-0.437975,-0.728329,-0.591281,-2.392113,-0.449295,-2.482396,-0.859089,-1.189629,-0.948291,1.345243
-0.667224,-1.144713,-1.024107,-2.202766,-0.915885,-1.442414,-1.037257,-0.805547,-0.703752,0.617465
-0.453795,-0.815651,-0.796639,-1.551342,-0.948184,-0.809884,-0.812175,-1.083032,-0.737347,-0.299787
-0.366910,-0.839404,-0.880334,-2.125713,-0.879839,-1.917358,-0.929500,-1.130689,-0.836592,0.773995
-0.578804,-0.773627,-1.050616,-2.513277,-0.357147,-1.983536,-1.206391,-0.949636,-0.397244,1.070357
-0.269600,-0.876351,-1.012528,-2.744676,-0.371408,-2.877540,-1.076993,-0.930508,-0.654633,2.472690
-0.247341,-0.603001,-0.751916,-1.815256,-0.710167,-1.146754,-0.796838,-1.024293,-0.935641,-0.224942
-2.567284,-4.209593,-1.217772,-2.778764,-2.049070,-1.215834,-2.225528,-2.594340,-3.547165,-1.542826
